example_id,customer_tweet_id,customer_text,intent,predicted_intent,classifier_confidence
G171,1609112,@AmazonHelp Your staff on Sundays need training to be nice to customers.,I11_other_unclear,I01_order_delivery,0.12088545926317734
G172,2852200,@AmazonHelp J'viens d'envoyer a votre support :),I11_other_unclear,I11_other_unclear,0.14262838847257492
G173,2958565,@116875 Me urge soporte técnico y no puedo comunicarme porque pide contraseña que no me reconoce su sistema,I07_account,I07_account,0.13957656952259245
G174,2236191,@AmazonHelp Hi! You never actually did bother following up with me on this. Really not helping your case here.,I11_other_unclear,I01_order_delivery,0.11365000710240125
G175,752943,"Oye @116875, mi paquete fue robado. AYURA",I02_missing_package,I08_prime_subscription,0.1178012266378682
G176,2609893,"@AmazonHelp I go to the link, but it doesn't show me the order.",I07_account,I07_account,0.10478179550369186
G177,2944331,"When @115821 spoils the Christmas surprise you bought your son 🙄😒 Seriously, WHY would you deliver a package at this time of year with the name of the contents on the box?!?!  😩😡 So annoyed. #amazonfail https://t.co/c5Peoh16jU",I10_general_information,I05_wrong_damaged_item,0.14262178685897603
G178,1389970,"Reçu en deux jours, merci @120533 ! Je vais essayer ce petit casque de chez @285427 😊😉 https://t.co/YIOeEaZlLC",I01_order_delivery,I11_other_unclear,0.14525139299628104
G179,2471309,"@AmazonHelp ... me renvoie vers une autre plateforme! Pas cool! ... du coup, en gros, autant ne pas acheter le statut prime?",I08_prime_subscription,I10_general_information,0.11992227086742689
G180,619914,@AmazonHelp acho que vidas muito boas da rainha @188343 :),I10_general_information,I11_other_unclear,0.13158134071131644
G181,1379444,@115830 got my Fast 8 DVD preordered. Pressed play on DVD player get an hour in and it’s ALREADY damaged!!!! https://t.co/NHnVtjWfN6,I05_wrong_damaged_item,I05_wrong_damaged_item,0.12478266747884026
G182,232363,"@AmazonHelp Everytime the same thing, check the records i have contacted through Twitter many times . Even i have filled the forms twice or thrice now",I11_other_unclear,I11_other_unclear,0.11906331676657636
G183,2930626,"@AmazonHelp To Amazon customer service, by using the form in Your website..",I11_other_unclear,I11_other_unclear,0.1087670617116762
G184,348150,"Worst courier services in the market @115821  amazon transportation services, please contact seller,ask for other services other than ATS.",I01_order_delivery,I11_other_unclear,0.11292061849062522
G185,2461332,"@AmazonHelp 1) Which office this is coming from of Amazon?
2) Issues are related to Delivery agents tagging goods as delivered n not delivering
3) They tend to give parcels to security for no particular reason
4) Ur robots in the South of India speak with a heavy accent, more like singlish",I01_order_delivery,I01_order_delivery,0.1281498811206689
G186,2471631,@116324 Hi I have just had a delivery attempted message from Amazon for a parcel you have. I think the driver has gone to the wrong house again as no one has been here and there is no calling card. Can you help?,I01_order_delivery,I01_order_delivery,0.10665340956457446
G187,1499838,"@117086 bom  demais  
vou  fazer  minhas  compras dia  10",I11_other_unclear,I10_general_information,0.11430759145004438
G188,77465,"@AmazonHelp package was supposed to arrive last night. Now says don't contact until Saturday, but tracking info hasn't updated in 2 days. Anything you can do or help with? Even an eta?",I01_order_delivery,I01_order_delivery,0.12728359493669783
G189,238147,"@AmazonHelp Harry Potter series, La la land, Annabelle, Conjuring 2",I11_other_unclear,I11_other_unclear,0.1321792009632109
G190,2930623,@115821 yoy guys dont care your customre i give to order for my book if you have not in stock so infrm me first of all but no you take my full mony than today you send me msg for cancell my book order 😡 https://t.co/oBrhgUr74q,I09_cancellation_modification,I01_order_delivery,0.11144104593306943
G191,1334979,"ORDER # 206-8387037-4784361 STILL not fulfilled. Unsuitable packaging, Broken packaging, Missing order.  @115830 @AmazonHelp",I05_wrong_damaged_item,I01_order_delivery,0.12180745773502664
G192,2582995,@AmazonHelp This is all I have https://t.co/pWrSms20a9,I11_other_unclear,I11_other_unclear,0.13038541550231586
G193,2288926,"What do you do when @116090 sends you a box of returns instead of a printer? Oh, and with customer information left on it! https://t.co/bQtOXQAPou",I05_wrong_damaged_item,I10_general_information,0.12370286750163516
G194,1477421,"@115850 your services are degrading day by day right from delivery to returns. 
Delivery people are like local gundas who are very rude.",I01_order_delivery,I01_order_delivery,0.1419140869525674
G195,1127991,@AmazonHelp The delivery date on or before 25.10.17 while reached before 3 days at nearest hub. I have several request for early delivery but not done,I01_order_delivery,I01_order_delivery,0.12958928523322527
G196,2894683,"Je sais pas quoi en penser 🤔 c'est curieux... Pas une arnaque je suppose, puisque du coup mon profit est plus large que supposer mais c'est pas très logique @120533 https://t.co/Q5RGta0opp",I10_general_information,I08_prime_subscription,0.12845549591341704
G197,2676853,@115850 the order details in photo attached. Had ordered 4 pcs but recd only 3 pcs till date. When will I receive balance pc? Await reply! https://t.co/l2HAUZFGC1,I02_missing_package,I10_general_information,0.11225871304158255
G198,1479445,@AmazonHelp Quella prevista sì.,I01_order_delivery,I11_other_unclear,0.13464326339665741
G199,726607,"@147807
ordered laptop by taking prime membership to be delivered in a day.NOT YET RECEIVED.This is how PRIME MEMBERS are treated. https://t.co/iir8FHmbm8",I01_order_delivery,I01_order_delivery,0.12334919985580461
G200,2385414,@AmazonHelp  https://t.co/4IaFAnRE2n,I11_other_unclear,I11_other_unclear,0.15915862743529408
