example_id,customer_tweet_id,customer_text,support_text,customer_time,support_time,intent,should_escalate,escalation_reason
G080,300504,I never expected @115821 @115850 for such a cheap behaviour. Order a product few days ago but they cancelled.  #AmazonGreatIndianFestival,"@187647 Please connect with our support team here: https://t.co/vlvfJr4nN9, and they'll assist you regarding this. ^NR 2/2",Fri Oct 06 20:17:46 +0000 2017,Fri Oct 06 20:40:01 +0000 2017,I09_cancellation_modification,YES,Complex issue requiring human intervention
G081,420960,"@AmazonHelp Done (via the ""can't access your account"" link...)","@215326 Thanks, we'll be in touch in due course. ^BM",Tue Oct 10 08:43:21 +0000 2017,Tue Oct 10 08:45:27 +0000 2017,I07_account,NO,None — safe to handle
G082,1285523,@AmazonHelp Preload wäre halt toll. Bekommen andere Plattformen ja auch hin ;),"@420700 Das Feedback nehme ich gerne auf :) 
Viel Spaß schon mal beim Spielen ;) ^AV",Thu Oct 26 18:40:14 +0000 2017,Thu Oct 26 18:45:00 +0000 2017,I10_general_information,NO,None — safe to handle
G083,1652466,"@AmazonHelp I am a regular Amazonian, I request your kind attention and quick resolution. I shall feel grateful.","@504534 We understand there has been an inconvenience. However, for us to assist you better,(1/2) ^VM",Mon Nov 06 07:00:07 +0000 2017,Mon Nov 06 07:41:00 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
G084,2568517,"@115833 Thanks for your presence in  INDIA, Does this works with ECHO DOT ? 🤔 https://t.co/jzB9yR9Hod","@328727 For detailed info, please get in touch with our support team here: https://t.co/vlvfJr4nN9. ^HA",Mon Oct 30 07:15:51 +0000 2017,Mon Oct 30 16:05:00 +0000 2017,I10_general_information,NO,None — safe to handle
G085,1495223,"@AmazonHelp No, just an email saying I’ll get an email with an update. Point is, I got the notification this morn. Surely you knew before 10:26",@261994 Could you please confirm if your Call of Duty order qualified for Release-Date Delivery?: https://t.co/GMdtUAQKB9 ^SD,Fri Nov 03 11:45:20 +0000 2017,Fri Nov 03 11:53:40 +0000 2017,I01_order_delivery,NO,None — safe to handle
G086,2290496,Not sure why I even bother paying for @115830 Prime. Waited all weekend for a parcel that was due Friday. Still don’t have it. Online chat service is the worst.,@665345 Sorry you're still waiting Craig- Was tracking provided? If so what is the status of the order now? What was advised when you spoke with us on chat? ^NV,Sun Nov 12 08:07:49 +0000 2017,Sun Nov 12 08:13:00 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G087,1261105,"Hey @115821 , if my packages always get delayed, why am I paying for Prime to get 2 day shipping? 🤔","@163618 I'm sorry for the trouble! When this happens, who's the carrier? Please check under tracking info: https://t.co/Y5jpI9gRhE ^MH",Thu Oct 26 15:18:04 +0000 2017,Thu Oct 26 15:27:00 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G088,62158,@AmazonHelp Amazon.ca,@130236 Please reach out directly to us here: https://t.co/Q7Ftz6nj80 we'd like to take a closer look. ^TN,Wed Nov 01 21:39:09 +0000 2017,Wed Nov 01 21:44:56 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
G089,739731,@AmazonHelp I m a seller on amazon. Already open a complaint from 20 days. Nobody listens me,@296909 Request you to wait for an update from the team or you may contact our Seller Support team again for further details.^PB (2/2),Wed Oct 11 14:01:29 +0000 2017,Wed Oct 11 14:22:33 +0000 2017,I11_other_unclear,YES,Complex issue requiring human intervention
G090,1615508,Didn't receive prime subscription with #echodot order id 405-6016617-8745100 :( @AmazonHelp @115850,"@495477 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^RI",Sun Nov 05 13:24:31 +0000 2017,Sun Nov 05 13:43:30 +0000 2017,I08_prime_subscription,YES,Sensitive account/payment issue
G091,500866,@AmazonHelp I am being charged for a Prime subscription on my account that does not and has never existed. I am being told it is because another account has been using my card to pay their subscription but that is a lie and I have had that confirmed many times over,@234636 Please reach out to us once more so we may investigate this charge with you: https://t.co/2wPNGQdgF0 ^CL,Sun Nov 12 23:05:39 +0000 2017,Sun Nov 12 23:20:31 +0000 2017,I08_prime_subscription,YES,Sensitive account/payment issue
G092,1000981,"@115850 @AmazonHelp So many Quiz have PPL taken part in,But I never Saw The Winners List4AmazonPay. Is it Fake Contests #AmazonPayAppQuiz",@356980 I'm sorry to hear this. All the promotions on Amazon are 100% genuine. The winners of Amazon Pay app quiz will be ^VN (1/2),Sun Sep 17 16:55:20 +0000 2017,Sun Sep 17 18:09:00 +0000 2017,I10_general_information,NO,None — safe to handle
G093,1843591,@AmazonHelp We have placed an order with 2 day delivery option It's been 5-6 days and still no news about it. We contacted the delivery man on the date of delivery but he didn't came because he was not in that area and the delivery was postponed to next day but still no news of the product,"@552388 I understand your concern regarding the delivery of the product. We would like to help you, please drop in your details here: https://t.co/GIJyeYqKE0 and we will look into this. ^AH",Sun Nov 26 07:52:53 +0000 2017,Sun Nov 26 08:32:51 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G094,438688,@AmazonHelp I have a question about one of my 1 day air orders and a bit confused on it hopefully you can clarify it for me.,"@219241 Absolutely, we'd be happy help! Tell us a bit more about your concern. ^KN",Tue Oct 10 18:03:57 +0000 2017,Tue Oct 10 18:06:33 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
G095,439255,@115821 #AmazonIndia is very fraud Co. They only take money not giving service and not give refund pathetic experience don't buy from this https://t.co/TUOSnA3eqS,@219321 That's a rather negative remark. Could you elaborate on what went wrong? I'm unable to comprehend the issue with the picture ^JC,Tue Oct 10 18:08:26 +0000 2017,Tue Oct 10 18:26:00 +0000 2017,I04_refund,YES,Sensitive account/payment issue
G096,738456,@115830 when can I pre order Dunkirk? Film released months ago and unable 2 pre order yet. Any advise #dunkirk,"@296615 Sorry, the website will be updated as soon as we have it available to pre-order. ^JJ",Wed Oct 11 12:36:38 +0000 2017,Wed Oct 11 12:47:32 +0000 2017,I10_general_information,NO,None — safe to handle
G097,2492273,I love that @115830 now email you AT THE END OF THE DAY that they're delayed in delivering your package for that day.,@428019 I'm sorry to hear about the delivery delay! Did we provide you a new delivery date when we let you know of the delay? You can check Your Orders here: https://t.co/aaDyEz1VgE ^ME,Wed Nov 15 17:32:51 +0000 2017,Wed Nov 15 17:45:38 +0000 2017,I01_order_delivery,NO,None — safe to handle
G098,285087,@AmazonHelp No i dont,@183921 Your account has been created on Amazon.fr?^FT,Fri Oct 06 14:08:20 +0000 2017,Fri Oct 06 14:21:00 +0000 2017,I07_account,NO,Low-confidence or unclear request
G099,2906697,@AmazonHelp Do I have pay for postage to return an item for replacement when you have sent the wrong item???,@438390 Hi there! Take a look here for more information on Free Returns: https://t.co/4vEdJJEDW2 I hope this helps! Let us know if you need any further assisatnce. ^SM,Tue Nov 28 19:40:24 +0000 2017,Tue Nov 28 19:48:34 +0000 2017,I05_wrong_damaged_item,NO,None — safe to handle
G100,2171192,@130293 Malas Madres y Moonlight dios mio con que catálogo os estáis haciendo! Le he recomendado a todo el mundo Amazon Prime Video! Ahora estoy con American Gods (una maravilla) y Hawai 5.0😁. Y en nada The Man in the High Castle😄 ¡Seguid así❤!,"@220652 Hola, muchas gracias ❤️. Cuéntanos más, ¿qué es lo que más te gusta de estas series? 😍📺 Al menos a Ruperto le encanta American Gods por el personaje de Laura Moon 💕^FZ https://t.co/LVggjW2ovq",Fri Nov 17 15:58:40 +0000 2017,Fri Nov 17 16:49:43 +0000 2017,I08_prime_subscription,NO,None — safe to handle
G101,2312652,@115821 @AmazonHelp done fucked up.,"@289624 That's not what we'd like to hear! Without posting personal/account details, can you please tell us what's happened? ^JM",Thu Oct 19 22:25:34 +0000 2017,Thu Oct 19 22:27:42 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
G102,252797,@AmazonHelp Merci pour le lien et la rapidité de votre réaction!,@176076 Avec un grand plaisir.^FT,Thu Oct 05 18:37:47 +0000 2017,Thu Oct 05 18:39:40 +0000 2017,I11_other_unclear,NO,None — safe to handle
G103,1600978,"@AmazonHelp When you use Amazon in a different language than the one its domain is in, it does not accept addresses during checkout.","@124332 Sorry to hear that, have you been unable to place the order? What Amazon website are you using? ^JJ",Tue Oct 17 09:37:32 +0000 2017,Tue Oct 17 09:50:26 +0000 2017,I10_general_information,NO,None — safe to handle
G104,1739012,@AmazonHelp I have ordered 3 x anker 6ft cables that claim “not eligible for return” why is this? @231586,@524866 We'd like to help you out with the return! Please reach out to us by phone or chat here: https://t.co/JzP7hlA23B ^DD,Tue Nov 07 16:22:14 +0000 2017,Tue Nov 07 16:35:45 +0000 2017,I03_return,NO,None — safe to handle
G105,2600214,"Jungs, ich denke @amazonhelp hat gerade Probleme. Wir sollten für Englisch bis heute 1 Buch kaufen und 8 Leute sagen es ist LEIDER noch nicht angekommen. :D","@736059 Das sollte nicht passieren. Meldet euch bitte im Kundenservice, damit wir der Sache nachgehen können: https://t.co/5RHhEVutwe Aus Datenschutzgründen können wir jeweils nur dem Kontoinhaber Auskunft geben, der die Bestellung aufgegeben hat. Viele Grüße ^UK",Fri Nov 17 06:50:09 +0000 2017,Fri Nov 17 06:57:30 +0000 2017,I01_order_delivery,NO,None — safe to handle
G106,2329927,Voy por el quinto retraso en un pedido de @116928 y sumando... De que sirve tener Premium si no te lo entregan en la fecha que indican?,"@674592 Hola, lamentamos el retraso. ¿Qué indica la información de seguimiento de tu pedido? ¿Cuál era la fecha de entrega estimada? ^AV",Fri Oct 20 04:35:51 +0000 2017,Fri Oct 20 04:40:00 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G107,493509,"@119356 My Order with Tracking ID 216278212094 has been ""delivered"" as per Amazon.in but I'm clueless about the whereabouts of the parcel. Help ?",@232646 I'm sorry about the conflicting scan codes. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you accordingly. ^GD,Fri Dec 01 16:50:24 +0000 2017,Fri Dec 01 17:18:27 +0000 2017,I02_missing_package,YES,Complex issue requiring human intervention
G108,1048122,@115850 Wanted to buy AppleMacBook Air. Priced 49k from Amazon and 43k(after 14k cashback) in paytm.Wish you could do something!  :(,"@200987 I comprehend that this is promotion related. Could you elaborate the issue, so that we can assist you accordingly? ^JS",Mon Oct 16 11:41:26 +0000 2017,Mon Oct 16 12:12:27 +0000 2017,I10_general_information,NO,None — safe to handle
G109,2251905,"@115850 Hi, I had by mistake started a return process for a product I had ordered. I am trying to cancel the return but unable to do so",@656006 I'm sorry about the hassle. You may refuse the pick up once the agent calls you. ^SB,Sun Oct 29 05:10:11 +0000 2017,Sun Oct 29 05:21:28 +0000 2017,I03_return,NO,None — safe to handle
G110,244145,"@AmazonHelp @AmazonHelp @115850 @115851 I even haven't got any correspondence for the same. No mail, no call. Failed CX. Really disappointed.",@173988 I'm sorry its taking longer than expected for the issue to be resolved. Our team will reach out with an update shortly. ^EM,Sun Oct 15 07:12:33 +0000 2017,Sun Oct 15 07:35:00 +0000 2017,I11_other_unclear,YES,Complex issue requiring human intervention
G111,1020102,@amazonhelp I seem to have to account.  1 with Prime &amp; the other without.  I want to cancel the 1 without Prime.  How?,"@231087 We can help with this! If you'd like to remove your account, please reach out to us via phone/chat here: https://t.co/hApLpMlfHN ^TK",Sat Nov 25 17:32:13 +0000 2017,Sat Nov 25 17:37:28 +0000 2017,I07_account,NO,None — safe to handle
G112,585808,"Nice to see that @115830 care about the environment.... Can't believe how much packaging they have used for a single calendar, no wonder it ""wouldn't fit through the letter box""! https://t.co/FWSeuTFe2o","@258299 Sorry to hear that, Steve. If you have a moment, please provide some packaging feedback: https://t.co/fxgZ6hTrFA ^TI",Sun Dec 03 14:51:34 +0000 2017,Sun Dec 03 14:53:23 +0000 2017,I10_general_information,NO,None — safe to handle
G113,1129384,@AmazonHelp @115851 @115850 @1560 @3923 @951 @8850 I bought Moto M on @115850 n received defective mobile. No replacement provided . #NoToAmazon #AmazonCheats,@383795 Kindly revert to the email sent to you the Social Media team &amp; we'll look into it further. ^EM,Thu Oct 26 04:14:24 +0000 2017,Thu Oct 26 04:37:04 +0000 2017,I05_wrong_damaged_item,YES,Complex issue requiring human intervention
G114,2829439,@115850 my Order  # 403-4091452-1595547 not delivered but Amazon website show status as delivered on Saturday.pls refund my money as soon as possible.,"@787931 That's strange, Navin. Have your reported this to our support team? If not, you can report this here: https://t.co/R3EfhzgU8B. Also, please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^NK",Mon Nov 27 12:29:24 +0000 2017,Mon Nov 27 12:40:29 +0000 2017,I02_missing_package,YES,Complex issue requiring human intervention
G115,804046,"@AmazonHelp Génial, colis perdu, on ne me rembourse pas et demande d’attendre jusqu'au 17 alors que je devais être livré ojd. Au top le sav!","@219492 toutes les vérifications nécessaires à ce sujet et par conséquent, de remédier à la situation le plus rapidement possible.",Thu Oct 12 17:15:08 +0000 2017,Thu Oct 12 17:22:39 +0000 2017,I02_missing_package,YES,Complex issue requiring human intervention
G116,81050,@AmazonHelp I had provided my contact no na plz call me on that number,@133993 We wouldn't be able to call or email until we receive your details from the link provided earlier. As requested earlier share your details on the link so that we can look into the issue and get back to you. ^SH,Sun Nov 26 06:15:26 +0000 2017,Sun Nov 26 06:41:00 +0000 2017,I11_other_unclear,YES,Explicit human request
G117,1367395,@118919 It is very sad and disgusting . None.. Amazon flipcart none are delivering to DARJEELING  hill. Feels isolated,@438311 not be able to ship products to all pincodes. I'll forward your feedback to the team concerned for review. 2/2 ^HD,Wed Oct 18 23:10:36 +0000 2017,Wed Oct 18 23:14:01 +0000 2017,I01_order_delivery,NO,None — safe to handle
G118,1564979,"@AmazonHelp What mentioned time?? 
3-5 days or 10-15 days","@483174 I get your concern, Diwakar. Refund time lines depend on your bank. Please refer here: https://t.co/AWgksb6tSK ^SV",Sat Nov 04 18:46:56 +0000 2017,Sat Nov 04 19:14:26 +0000 2017,I04_refund,NO,None — safe to handle
G119,1106552,#amazon #trucks have #gps #tracker so why are you telling me we don't know where your package is because it is in transit   #guaranteelate,@381153 We strive for orders to arrive by the date provided in your order confirmation. Has this passed yet: https://t.co/RYDC8N2UNg? ^BV,Tue Oct 24 00:29:55 +0000 2017,Tue Oct 24 00:38:00 +0000 2017,I01_order_delivery,NO,None — safe to handle
G120,2937385,"@115850 I can book samsung j7 prime on amazon , i received a old and scratched phone","@133250 Sorry to know you've been having issues with your order. Please provide your details here: https://t.co/beaaDm0muc, we'll investigate and get back to you with an update shortly. ^HS",Wed Nov 29 12:05:42 +0000 2017,Wed Nov 29 12:19:00 +0000 2017,I05_wrong_damaged_item,YES,Complex issue requiring human intervention
G121,1735153,@132994 @115850 3 years back had subscribed OnePlus One event on Amazon..had snagged the early invite on #NeverSettle contest..this excitement is nostalgic https://t.co/uLJYm4LeQl,@525925 I know right! It's already three years.  ^RI,Tue Nov 07 14:08:57 +0000 2017,Tue Nov 07 14:39:00 +0000 2017,I10_general_information,NO,None — safe to handle
G122,2855220,"@AmazonHelp But offering 5 dollars instead of finding out where my order is, when it was already half hour late, isn't really what I wanted","@793650 I absolutely understand that can be frustrating. Please use the survey at the bottom of the e-mail we sent after you called in to escalate your feedback directly to our supervisors. You can see all messages from us here: https://t.co/l7px80P1sI 

-Cole O.",Mon Nov 27 22:56:11 +0000 2017,Mon Nov 27 23:02:25 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G123,2676421,@115850 no cost emi during Diwali turned out to pay me whole amount in my current bill cycle. Very frustrating,"@753302 However, the banks issuing the credit cards reserve the right to charge GST or other applicable taxes on the purchase.(2/2)^YP",Tue Oct 31 13:35:28 +0000 2017,Tue Oct 31 13:52:29 +0000 2017,I06_payment_billing,YES,Sensitive account/payment issue
G124,2043381,@115821 locked me out of my prime account for weeks! No solution,"@604264 I'm sorry to hear this! When you spoke with us, did we offer to submit your information over to our Account Specialists? ^KP",Wed Oct 18 23:19:29 +0000 2017,Wed Oct 18 23:23:42 +0000 2017,I07_account,YES,Complex issue requiring human intervention
G125,2545360,"@115850 6-7 appointment for installation of my delivery, man says he came at 5 and nobody was there","@522508 Apologies for the inconvenience, please share your details here: https://t.co/beaaDm0muc and we'll look into this for you. ^SU",Thu Nov 16 13:56:28 +0000 2017,Thu Nov 16 14:04:25 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G126,1135037,"@115821, do you not understand what pre order means? I clearly ordered it on the 1st of September for it to come on the release day, ygm",@387411 Sorry for any troubles caused! What is the latest order status shown here: https://t.co/aaDyEz1VgE ? ^TH,Fri Nov 03 17:35:43 +0000 2017,Fri Nov 03 17:40:28 +0000 2017,I01_order_delivery,NO,None — safe to handle
G127,2814385,@AmazonHelp Marcy Flat Utility Weight Bench for Weight Training and Abs Exercises SB-315 https://t.co/KtpnoJrKwh @AmazonHelp @115821  it’s a amazon gift card,@784662 What happens when you try to use the gift card? Does an error pop up? ^DG,Mon Nov 27 02:42:34 +0000 2017,Mon Nov 27 02:54:29 +0000 2017,I06_payment_billing,NO,None — safe to handle
G128,2809834,"@AmazonHelp Please don't give a robotic response, just look at the price difference.. @118702","@783618 This should be a pricing error, thanks for the highlight. Different sellers are offering this product at different prices. You can check it here: https://t.co/8eq7XzhFi2. I'll get this reviewed internally for corrections. ^SC",Wed Nov 22 06:30:29 +0000 2017,Wed Nov 22 07:02:00 +0000 2017,I10_general_information,NO,None — safe to handle
G129,2541773,@722705 @115850 This is the second time I received the stone !! 😐,@722073 Apologies for the incorrect product delivered. Kindly fill in the details with the link provided earlier and we'll get this sorted for you. ^PB,Thu Nov 16 11:26:33 +0000 2017,Thu Nov 16 11:50:00 +0000 2017,I05_wrong_damaged_item,YES,Complex issue requiring human intervention
G130,2599679,@AmazonHelp ¡mil gracias!,"@735941 Un verdadero placer ¡Por favor no duden en contactarnos en caso de alguna otra consulta! 😉👍
^AD",Fri Nov 17 07:18:00 +0000 2017,Fri Nov 17 07:21:00 +0000 2017,I11_other_unclear,NO,None — safe to handle
G131,261276,"@AmazonHelp Thank you, I emailed!","@178210 Great! If you need faster assistance, you can get live help by choosing phone or chat. Have a good evening! ^AM",Fri Oct 06 02:35:48 +0000 2017,Fri Oct 06 02:56:08 +0000 2017,I11_other_unclear,NO,None — safe to handle
G132,1406554,@115821 what is the best email to contact you regarding amazon prime? Getting charged but never registered for it?,"@446936 I'm sorry you were charged unexpectedly! If you'd like to, you can cancel the Prime Membership here: https://t.co/MvunQcMoy9 ^AC",Sat Oct 28 18:48:08 +0000 2017,Sat Oct 28 18:52:28 +0000 2017,I08_prime_subscription,YES,Sensitive account/payment issue
G133,127446,@115821 my order delivery date is today but my order is not delivered...,@144618 Kindly wait until the end of the day to receive your order. Do keep us posted. ^PS,Thu Nov 23 10:24:10 +0000 2017,Thu Nov 23 10:32:31 +0000 2017,I01_order_delivery,NO,None — safe to handle
G134,1520420,@AmazonHelp Yes! It suppose to be last Sunday. It was a luggage for today’s flight.,@291408 We're terribly sorry for that! Could you please let us know who the seller and carrier was for this order? ^JD,Fri Nov 03 17:12:45 +0000 2017,Fri Nov 03 17:15:29 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G135,900886,"@AmazonHelp My instances have been stopped for so many months, that too under free tier. Not sure why u guys charging me","@306980 Sorry, I am not sure what you mean by instances? ^KM",Sat Oct 21 05:07:29 +0000 2017,Sat Oct 21 06:01:01 +0000 2017,I06_payment_billing,YES,Sensitive account/payment issue
G136,2671800,"@118919 ORDER # 405-3511566-0877939
Sold by: Mivi Official
ORDER PLACED: 7 October 2017
Expected by 1 Nov Not yet dispatched.","@752319 I understand your concern, Naveen. We have responded to you here: https://t.co/qNSAszm6yN. Kindly check. ^MP 1/2",Tue Oct 31 10:13:43 +0000 2017,Tue Oct 31 10:41:58 +0000 2017,I01_order_delivery,NO,None — safe to handle
G137,831763,@115850 Why you guys not crediting the cashback for order I'd 408-3076163-4925152,"@318093 so that we can get in touch with you. Please don’t provide your order details, we consider them as personal info. (2/2) ^VM",Fri Oct 13 04:49:50 +0000 2017,Fri Oct 13 05:14:27 +0000 2017,I06_payment_billing,YES,Sensitive account/payment issue
G138,382761,@AmazonHelp @115850 there is a major problem with customer support team.. had a quite disturbing experience today...,@206721 Certainly not what you can expect from us. We'd like to help you with the issue. Could you please tell us what happened? ^OS,Sat Oct 21 14:09:41 +0000 2017,Sat Oct 21 14:26:00 +0000 2017,I11_other_unclear,YES,Complex issue requiring human intervention
G139,421906,"@AmazonHelp Per un pacco al momento dell'ordine mi dava come consegna oggi, poi diventato giovedì. L'altro inizialmente previsto per ieri arriverà oggi",@215505 È possibile che gli articoli non fossero idonei per una spedizione più veloce. Più informazioni qui: https://t.co/1ZCs9633h0. ^MA,Tue Oct 10 09:03:14 +0000 2017,Tue Oct 10 09:20:00 +0000 2017,I01_order_delivery,NO,None — safe to handle
G140,273436,@AmazonHelp  https://t.co/TZQTwPSJ67,"@181311 Please don't provide your order details, as we consider it to be personal info. Our page is visible to the public. 2/2 ^PS",Fri Oct 06 05:58:21 +0000 2017,Fri Oct 06 06:44:00 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
G141,954294,@AmazonHelp USPS. It's too late. Something I needed by tomorrow. You so easily could have resolved this on Thurs,@339401 I'm sorry we let you down like this! Have you been able to contact USPS for more detailed info: https://t.co/tv8wRgyBkz? ^EP,Sat Oct 14 02:23:28 +0000 2017,Sat Oct 14 02:32:23 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G142,2376144,@AmazonHelp is there a problem with the website? Having trouble not loading or loading very slow.,"@685373 We're not seeing any problems on our end! I would suggest clearing the cache and cookies for your web browser. Also, try restarting your device that you're using. Let us know if this helps! ^TN",Tue Nov 14 02:45:48 +0000 2017,Tue Nov 14 02:49:01 +0000 2017,I10_general_information,NO,None — safe to handle
G143,99854,"@AmazonHelp Pedido hecho el día 24. Fecha prevista en ese momento, martes 28 (teniendo premium). Martes nada y pone que miercoles 29 se entregará. Estamos a 30 y sigue poniendo que entrega prevista ayer. Y en la web de @137864 pone estado ""Paso por plataforma"". Que verguenza","@137862 Hola, lamentamos el contratiempo con la entrega de tu paquete. ¿Podrías comentarnos si has contactado con compañía de transportes para verificar lo que ha sucedido? ^AA",Thu Nov 30 17:06:50 +0000 2017,Thu Nov 30 17:10:28 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G144,644823,"Truly weird @AmazonHelp email address. I was hoping for at least ""somebody"" but I got ""nobody"" 🤣 https://t.co/tCYr7D4Dcd",@273042 Has it been more than 6 hours since you e-mailed us? The e-mail you received was only an auto-reply confirmation that we've received your message. ^MB,Wed Nov 22 18:10:25 +0000 2017,Wed Nov 22 18:15:30 +0000 2017,I11_other_unclear,NO,None — safe to handle
G145,274092,@115850 Really disappointed @115850 #badcustomerservice asking me to courier the wrong items back! #pathetic,@181491 Sorry for the trouble with the return of the order. Let us look into it. Please share your (1/3)^HR,Fri Oct 06 04:55:20 +0000 2017,Fri Oct 06 05:15:28 +0000 2017,I03_return,YES,Complex issue requiring human intervention
G146,594613,"@AmazonHelp No sign of my order. Tracker says damaged and returned to shipper, yet I’ve never seen it. When was it damaged?  When will it arrive.?","@116244 When an item is damaged while in transit to your location, it will be returned. A refund will be awarded to you once the item has been returned. ^WM",Mon Nov 27 19:52:20 +0000 2017,Mon Nov 27 19:59:00 +0000 2017,I05_wrong_damaged_item,YES,Complex issue requiring human intervention
G147,1441922,"Awful service from @115830 Order not fulfilled, no explaination as to why. Seriously wondering if Prime is worth the money.",@454546 We aim to meet the delivery date provided in your order confirmation e-mail: https://t.co/YnHxGSmFO2 Has the date passed? ^KJ,Thu Nov 02 12:40:51 +0000 2017,Thu Nov 02 12:44:00 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G148,385656,"@115830 this has happened again, nothing delivered. 
I don't have time to keep making these phone calls. https://t.co/vKpwpbLpvV",@207292 Sorry to hear about this. Have you looked at this?: https://t.co/5EsZnmVL6H ^PK,Mon Oct 09 12:03:50 +0000 2017,Mon Oct 09 12:17:00 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G149,231310,@115850 don't you think that your shopping charges are to high?,"@171088 our efforts to offer you the lowest price, may result in fluctuations in our prices over time.(2/2)^HR",Thu Oct 05 09:46:18 +0000 2017,Thu Oct 05 10:27:28 +0000 2017,I10_general_information,NO,None — safe to handle
G150,1128023,"@AmazonHelp あ💦びっくりしました💦
なんだか最長のお届け予定日がかなり遠くて…
「発送しました」って連絡からが長いんだなー…と💦

素早い対応、ありがとうございます！","@385942 いきなりのリプライ、大変失礼いたしました。ご心配をおかけしております。
出品者が発送する商品かとお察しいたします。配送状況など詳細については、お手数ですが、直接出品者へのお問い合わせをお願いいたします。https://t.co/UZYxMaMVnk RI",Tue Oct 24 10:56:06 +0000 2017,Tue Oct 24 11:04:01 +0000 2017,I01_order_delivery,NO,None — safe to handle
G151,2510707,@115850 when does the iPhone X come back in stock?,@172576 Currently we don't have an update regarding the stock availability. Kindly stay tuned to our website for more updates. ^RD,Mon Oct 30 04:35:17 +0000 2017,Mon Oct 30 04:45:28 +0000 2017,I10_general_information,NO,None — safe to handle
G152,1210997,".@AmazonHelp haven’t gotten my refund from weeks ago. My order was cancelled, I want my money.",@404247 If your order was canceled it sounds like it might be an authorization: https://t.co/evsPtfzvFW. Have you contacted your bank? ^AF,Sun Oct 15 23:03:22 +0000 2017,Sun Oct 15 23:09:27 +0000 2017,I04_refund,YES,Sensitive account/payment issue
G153,998253,"Yo @AmazonHelp, I have two packages that were 'delivered' on Weds but no sign. No red slip either. None of my neighbours have them either","@356376 Hey, sorry to hear that, contact us here:  https://t.co/JzP7hlA23B we can help ^AS",Sat Oct 14 12:03:34 +0000 2017,Sat Oct 14 12:19:00 +0000 2017,I02_missing_package,YES,Complex issue requiring human intervention
G154,317271,"It's so hard to deal with #Amazon.com please understand customer's value,  please stop to deal with #AmazonIndia it's bad experience ever https://t.co/VZdKCYwKRD",@191714 I'm sorry the order was not delivered. We'll forward this as a feedback to the concerned department.^RS,Sat Oct 07 06:37:52 +0000 2017,Sat Oct 07 08:41:00 +0000 2017,I01_order_delivery,YES,Complex issue requiring human intervention
G155,2670730,@115850 @AmazonHelp Check the screenshots,"@446599 I get your concern, Arindam. We'd really like to help you, kindly share you details through the secured link provided earlier so that we can assist you accordingly. Appreciate your understanding. ^SM",Sat Nov 18 18:01:25 +0000 2017,Sat Nov 18 18:08:00 +0000 2017,I11_other_unclear,NO,Low-confidence or unclear request
G156,2526982,"DONT TELL ME A PACKAGE IS DELIVERED TO MY HOUSE WHEN ITS CLEARLY NOT 

I’m so annoyed with Amazon rn",@719513 I'm sorry for the poor delivery experience. Who is the carrier of the package? If you're unsure you can check here: https://t.co/Y5jpI9gRhE ^AY,Thu Nov 16 03:59:29 +0000 2017,Thu Nov 16 04:17:29 +0000 2017,I02_missing_package,YES,Complex issue requiring human intervention
G157,230611,@AmazonHelp When placed the order it was for 2 SNES and the delivery date was 9/29.  My preorder quantity was changed to 1 but the date was not adjusted,@170932 Sorry for the delay. Has a new date not been provided to you via email ? ^CR,Thu Oct 05 09:59:30 +0000 2017,Thu Oct 05 10:13:53 +0000 2017,I09_cancellation_modification,NO,None — safe to handle
G158,2626975,"@AmazonHelp Yes, all of these steps. Apartment complex manager had postal employee look in every parcel pending box and it is nowhere.","@572257 We'd like to go over your available options, please contact us here: https://t.co/hApLpMlfHN ^CO",Tue Oct 31 14:55:00 +0000 2017,Tue Oct 31 15:01:30 +0000 2017,I02_missing_package,YES,Complex issue requiring human intervention
G159,832625,@AmazonHelp Still telling me it’s out for delivery yesterday!,@318309 Which carrier is your order with Chris? ^KM,Fri Oct 13 06:44:28 +0000 2017,Fri Oct 13 07:03:00 +0000 2017,I01_order_delivery,NO,None — safe to handle
