example_id,customer_text,golden_customer_tweet_id,top_similarity,retrieved_customer_text,retrieved_support_text
G093,@AmazonHelp We have placed an order with 2 day delivery option It's been 5-6 days and still no news about it. We contacted the delivery man on the date of delivery but he didn't came because he was not in that area and the delivery was postponed to next day but still no news of the product,1843591,0.3622171915081043,@AmazonHelp Still no news !!!!,"@143734 Hi, please fill in this link and we will reach out to you as soon as possible:https://t.co/mk7tow11c4 ^CR"
G094,@AmazonHelp I have a question about one of my 1 day air orders and a bit confused on it hopefully you can clarify it for me.,438688,0.37708120708968684,@AmazonHelp I have a question about my Prime membership.,@151347 How can we help? ^WT
G095,@115821 #AmazonIndia is very fraud Co. They only take money not giving service and not give refund pathetic experience don't buy from this https://t.co/TUOSnA3eqS,439255,0.2940585531103067,@115850 I strongly recommend don't buy from amazon,"@634236 That's quite a comment. Could you please let us know what went wrong, so that we can serve you better? ^PB"
G096,@115830 when can I pre order Dunkirk? Film released months ago and unable 2 pre order yet. Any advise #dunkirk,738456,0.34091681690059045,Did anyone else pre-order the new @212203 game on @115821 months ago and not get it? Sad.,@273853 I'm sorry your game hasn't arrived! Can you tell us the intended delivery date stated in your order confirmation e-mail? ^AC
G097,I love that @115830 now email you AT THE END OF THE DAY that they're delayed in delivering your package for that day.,2492273,0.2690025540990517,"@115821 What the?! Why charge me $3.99 extra for “one-day” delivery only to tell me at the end of the day that my order isn’t coming, AGAIN!","@351525 I'm sorry for the delay. If your order meets these conditions: https://t.co/71zdzl3G3y, your shipping fee may be refunded. ^GG"
G098,@AmazonHelp No i dont,285087,0.707142285996045,@AmazonHelp No..!!,@119700 Request you to check for our response using this link: https://t.co/DTSNmGldJf ^SK
G099,@AmazonHelp Do I have pay for postage to return an item for replacement when you have sent the wrong item???,2906697,0.452291805245141,@AmazonHelp Sent the wrong item,@172342 I'm so sorry for the trouble! Was the item bought from us or from one of our sellers? https://t.co/Y5jpI9gRhE ^MH
G100,@130293 Malas Madres y Moonlight dios mio con que catálogo os estáis haciendo! Le he recomendado a todo el mundo Amazon Prime Video! Ahora estoy con American Gods (una maravilla) y Hawai 5.0😁. Y en nada The Man in the High Castle😄 ¡Seguid así❤!,2171192,0.47695399818653816,@AmazonHelp Bei 'The Man in the High Castle'. :) https://t.co/yGhMaAkh3T,"@132638 Achtung, Suchtgefahr 😃 Hast du viel Zeit eingeplant? ^BL"
G101,@115821 @AmazonHelp done fucked up.,2312652,0.5657840278241948,@115821 got me fucked up 😡,"@686679 Oh no, Gary! I'm sorry if we've let you down! Without posting personal/acct information, can you tell us more about the issue? We're here to help! ^BN"
G102,@AmazonHelp Merci pour le lien et la rapidité de votre réaction!,252797,0.5193976767350967,@AmazonHelp Merci infiniment de votre disponibilité !,"@487996 Merci à vous surtout  pour votre patience et coopération ! 
^KE"
G103,"@AmazonHelp When you use Amazon in a different language than the one its domain is in, it does not accept addresses during checkout.",1600978,0.2925179112431188,@AmazonHelp It does not.,"@158716 I'm sorry your package is expected to arrive on Saturday. If you do not receive it by that day, please let us know. ^BT"
G104,@AmazonHelp I have ordered 3 x anker 6ft cables that claim “not eligible for return” why is this? @231586,1739012,0.5053858039748969,@115850 @AmazonHelp why is a cloudtail sold bag not eligible for return? Please resolve! thanks,@199459 Bags have a 10 day return window. May I know if it is within the return window? ^SB
G105,"Jungs, ich denke @amazonhelp hat gerade Probleme. Wir sollten für Englisch bis heute 1 Buch kaufen und 8 Leute sagen es ist LEIDER noch nicht angekommen. :D",2600214,0.32183633867238565,@116316 Hab mir Star Wars Bettlefront 2 vorbestellt und es ist immernoch nicht angekommen,"@742146 Hi, der Tag ist noch nicht vorbei und manche Dienstleister liefern bis 21 Uhr aus. Was sagt denn die Sendungsverfolgung? Liebe Grüße ^TA"
G106,Voy por el quinto retraso en un pedido de @116928 y sumando... De que sirve tener Premium si no te lo entregan en la fecha que indican?,2329927,0.33946957722450277,Soy más lento que un pedido de @116928,"@209469 Hola Pedro, ¿en el momento tienes un pedido pendiente de entrega? ^DA"
G107,"@119356 My Order with Tracking ID 216278212094 has been ""delivered"" as per Amazon.in but I'm clueless about the whereabouts of the parcel. Help ?",493509,0.310955816068054,"Dear @115850, my order with tracking no. 111130061073 is not being delivered by your executive as per convenience. Please help","@424656 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to the public.^AK 2/2"
G108,@115850 Wanted to buy AppleMacBook Air. Priced 49k from Amazon and 43k(after 14k cashback) in paytm.Wish you could do something!  :(,1048122,0.25218157450597023,@115850 I wanted to know whom can I contact for sponsorship?,@183357 For inquiries about sponsorships contact our Public Relations department by sending an e-mail to __email__. ^VM
G109,"@115850 Hi, I had by mistake started a return process for a product I had ordered. I am trying to cancel the return but unable to do so",2251905,0.2958457893009455,"@AmazonHelp Hi Amazon, I am trying to return a package but am unable to do so. The pass my parcel store said they don’t print return labels?",@433357 I'm sorry for the inconvenience! You can always print at home or choose another return option here: https://t.co/EvTJyBLUTe ^BN
G110,"@AmazonHelp @AmazonHelp @115850 @115851 I even haven't got any correspondence for the same. No mail, no call. Failed CX. Really disappointed.",244145,0.36779865073654167,@AmazonHelp no mail......i haven't got any mail today so far,@206652 Request you to check your junk/spam folders. ^GK
G111,@amazonhelp I seem to have to account.  1 with Prime &amp; the other without.  I want to cancel the 1 without Prime.  How?,1020102,0.26862295593259405,@AmazonHelp I'm going to have to cancel it.,@383793 Please contact us here for support:  https://t.co/JzP7hlA23B ^AT
G112,"Nice to see that @115830 care about the environment.... Can't believe how much packaging they have used for a single calendar, no wonder it ""wouldn't fit through the letter box""! https://t.co/FWSeuTFe2o",585808,0.29861264784551544,Thanks @115830 for not delivering something that should be small enough to fit through the letter box!,"@729085 Oh goodness! Sorry to hear, Paul. We'd like to take a closer look! Please reach out to us here: https://t.co/JzP7hlA23B ^AB"
G113,@AmazonHelp @115851 @115850 @1560 @3923 @951 @8850 I bought Moto M on @115850 n received defective mobile. No replacement provided . #NoToAmazon #AmazonCheats,1129384,0.31048366804934124,@AmazonHelp Mobile no. 9755729607,@158463 We'll not be able to access your details via Twitter. Kindly connect with us via the above link. ^SG
G114,@115850 my Order  # 403-4091452-1595547 not delivered but Amazon website show status as delivered on Saturday.pls refund my money as soon as possible.,2829439,0.44090645219478697,@AmazonHelp no update not even a email please resolve and refund my money as soon as possible.,@686228 I understand your concern regarding the refund. We're working on it and will reach out to you soon. Your patience is appreciated. ^AP
G115,"@AmazonHelp Génial, colis perdu, on ne me rembourse pas et demande d’attendre jusqu'au 17 alors que je devais être livré ojd. Au top le sav!",804046,0.363305643375108,@AmazonHelp Au top 😉👌,"@788669 Thomas 😍!
^SA"
G116,@AmazonHelp I had provided my contact no na plz call me on that number,81050,0.4854433989108959,@AmazonHelp 9619266205 my contact no,"@133993 We cannot access your Amazon account via Twitter. Please share the details through the secure link provided earlier, we'll reach out to you. Please don't provide your order details, as we consider it to be personal information. ^AP"
G117,@118919 It is very sad and disgusting . None.. Amazon flipcart none are delivering to DARJEELING  hill. Feels isolated,1367395,0.28247195247212026,@115821 It is very sad to say but  your current logistic service (DELHIVERY) is very poor with poor quality..Strimly disappointed..,@259506 I'm sorry about the unpleasant experience with the delivery. Could you please elaborate on your concern so that we can assist you accordingly? ^GD
G118,"@AmazonHelp What mentioned time?? 
3-5 days or 10-15 days",1564979,0.3263188849570701,@AmazonHelp Ordered 10-15. Cancelled 10-15 two minutes after ordering. Safe to say it’s been way past 24 hours. Now what?,"@333030 We process the refund within 24 hours. However, it can take up to 5 business days for the balance to reappear. ^AC"
G119,#amazon #trucks have #gps #tracker so why are you telling me we don't know where your package is because it is in transit   #guaranteelate,1106552,0.3948584058302268,"@AmazonHelp It's 7:31, do you know where your package is?","@684467 I understand how inconvenient this delay has been. We want to make sure you receive the package. Please keep us posted, and let us know when you receive it tomorrow.

In the meantime, feel free to reach out to us for more options here: https://t.co/hApLpMlfHN ^BH"
G120,"@115850 I can book samsung j7 prime on amazon , i received a old and scratched phone",2937385,0.2912426302329595,@AmazonHelp My cell phone. Its a Samsung J7 V,@429602 Hm.. That's strange! Please reach out to us here via phone or chat: https://t.co/hApLpMlfHN so we can troubleshoot this with you in real time. We'd like to help! ^ZW
G121,@132994 @115850 3 years back had subscribed OnePlus One event on Amazon..had snagged the early invite on #NeverSettle contest..this excitement is nostalgic https://t.co/uLJYm4LeQl,1735153,0.3395530400500833,@132994 @115850 Open sale?? @132994  @115850,@652755 Yes. We're Offering one plus 5Tform 28 November 2017 to all the customers. ^MN
G122,"@AmazonHelp But offering 5 dollars instead of finding out where my order is, when it was already half hour late, isn't really what I wanted",2855220,0.22755145241690825,@AmazonHelp But there’s no way of me finding out without asking them?,"@627369 Yes, they would have access to the tracking information for the order. ^JJ"
G123,@115850 no cost emi during Diwali turned out to pay me whole amount in my current bill cycle. Very frustrating,2676421,0.35489551018464555,@115850 no cost emi available for 1+5 phone ?,@442147 You may find the offers available for OnePus 5 here: https://t.co/QN1MTw8ArU ^GK
G124,@115821 locked me out of my prime account for weeks! No solution,2043381,0.48103835922967386,@120533 @115821 locked me out of my account. And I can’t unlock it 😒😒😒,"@498230 Hello, i'm sorry to hear that, kindly send us an email to __email__ to check it out for you. ^ASZ"
G125,"@115850 6-7 appointment for installation of my delivery, man says he came at 5 and nobody was there",2545360,0.34335366670494794,Naughty naughty Mr @115830  delivery man says he delivered items when he hasn't naughty naughty,"@691801 Oh no! Sorry to hear this. We didn't mean for this to happen. Here's more information on how to locate such parcels: https://t.co/DSwaDg5PZs We'd like to help, so please keep us posted. ^PK"
G126,"@115821, do you not understand what pre order means? I clearly ordered it on the 1st of September for it to come on the release day, ygm",1135037,0.28865595364497054,@AmazonHelp @115830 Will my pre-order come on the day of release?,@745482 You can view all the info about Release Day Delivery here: https://t.co/efZRnInNmo ^AR
G127,@AmazonHelp Marcy Flat Utility Weight Bench for Weight Training and Abs Exercises SB-315 https://t.co/KtpnoJrKwh @AmazonHelp @115821  it’s a amazon gift card,2814385,0.3641348181499834,@AmazonHelp Gift card reload,"@333163 Thanks for the info. Are you receiving an error message? If so, what does it state? ^GG"
G128,"@AmazonHelp Please don't give a robotic response, just look at the price difference.. @118702",2809834,0.31247175652152415,price difference between @115850 for #mimax2 https://t.co/FfKOkNdttv,@491046 The exchange offers are provided by our sellers. The exchange amount mentioned currently is the best we can offer. ^ZH
G129,@722705 @115850 This is the second time I received the stone !! 😐,2541773,0.46591350553912686,"@AmazonHelp Yes, the second time.","@130711 Thanks for the info, Michael! Have you tried us by phone for real-time troubleshooting? If not, please call us here: https://t.co/hApLpMlfHN so we can investigate this further for you! Keep us updated on this! We want to make sure you have been taken care of!  ^FR"
G130,@AmazonHelp ¡mil gracias!,2599679,0.9999999999999999,@AmazonHelp Mil gracias.,"@507607 Es todo un placer poderte ayudar, Diane.  No dudes en contactarnos de nuevo si tienes alguna pregunta adicional. Feliz noche.
^FQ https://t.co/0wPkvT3fbJ"
G131,"@AmazonHelp Thank you, I emailed!",261276,0.8287444162113827,@AmazonHelp Thank you!,@121156 No problem. ^KM
G132,@115821 what is the best email to contact you regarding amazon prime? Getting charged but never registered for it?,1406554,0.4049415354258798,@AmazonHelp What’s the best email to contact CS in please?,@145873 You can get in touch with us here: https://t.co/JzP7hlA23B ^CN
G133,@115821 my order delivery date is today but my order is not delivered...,127446,0.4238468186817975,@AmazonHelp My order delivery date is 28 that is today but still not arrived.I am also not getting any updates through SMS on my registered mobile number.,"@800546 As you've mentioned the estimated delivery date is today, kindly wait till the end of the day. You can always track your order here: https://t.co/4dLafCiGU5. ^RI"
G134,@AmazonHelp Yes! It suppose to be last Sunday. It was a luggage for today’s flight.,1520420,0.49265044359965793,@AmazonHelp Yes it was suppose to be delivered earlier today,@426976 Thanks for the info. Who was the carrier set to deliver this order? ^GG
G135,"@AmazonHelp My instances have been stopped for so many months, that too under free tier. Not sure why u guys charging me",900886,0.2670076052363973,@115821 @123644 you can suspend my account if you wish to. But why should I pay u if my instances are unused for so many months ??,@306980 I was unable to comprehend. Could you elaborate the query? We'd like to help. ^VM
G136,"@118919 ORDER # 405-3511566-0877939
Sold by: Mivi Official
ORDER PLACED: 7 October 2017
Expected by 1 Nov Not yet dispatched.",2671800,0.9197813724452036,"@AmazonHelp ORDER # 405-3511566-0877939
Sold by: Mivi Official
ORDER PLACED: 7 October 2017
Expected by 1 Nov Not yet dispatched.","@752319 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA"
G137,@115850 Why you guys not crediting the cashback for order I'd 408-3076163-4925152,831763,0.41724040719359756,@AmazonHelp @AmazonHelp @115850 since you're claiming that you've processed the cashback for order#408-3775987-1842723 give the txn ID &amp; date for same,@375958 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww (1/2) ^GK
G138,@AmazonHelp @115850 there is a major problem with customer support team.. had a quite disturbing experience today...,382761,0.27585538064283216,@AmazonHelp world class worst customer support team you have...@115850,@324114 Our apologies! Could you let us know what went wrong? ^PR
G139,"@AmazonHelp Per un pacco al momento dell'ordine mi dava come consegna oggi, poi diventato giovedì. L'altro inizialmente previsto per ieri arriverà oggi",421906,0.5109761232563659,@120540 non sto ricevendo un pacco in consegna per oggi tramite Amazon logistica. Mi potreste aiutare?,"@471376 Permetti a me e al mio team di verificare la spedizione, clicca qui e inserisci i tuoi dati: https://t.co/YqSLjWcfCa. ^FA"
G140,@AmazonHelp  https://t.co/TZQTwPSJ67,273436,0.9999999999999999,@AmazonHelp https://t.co/saX0kAZVCW!,@118829 Can you confirm the delivery date provided in your order confirmation email? It can be viewed here: https://t.co/1aMUiU8Rcg ^LA
G141,@AmazonHelp USPS. It's too late. Something I needed by tomorrow. You so easily could have resolved this on Thurs,954294,0.3002727634171682,@AmazonHelp USPS,"@159148 I'm sorry to hear that, contact us here:  https://t.co/hApLpMlfHN we'd like to help ^AS"
G142,@AmazonHelp is there a problem with the website? Having trouble not loading or loading very slow.,2376144,0.3417497084850347,@AmazonHelp We use Advantage for business but the website keeps crashing loading is very slow and pages jump around. Why is this happening?,@366776 There is nothing wrong on our end. What troubleshooting steps have you attempted on your end? ^MC
G143,"@AmazonHelp Pedido hecho el día 24. Fecha prevista en ese momento, martes 28 (teniendo premium). Martes nada y pone que miercoles 29 se entregará. Estamos a 30 y sigue poniendo que entrega prevista ayer. Y en la web de @137864 pone estado ""Paso por plataforma"". Que verguenza",99854,0.3399888151123811,"@116928 los canarios no existimos en la web? no pone nada de envios a canarias, que tarifa tienen?","@175075 Hola Aday, las tarifas varían de acuerdo con la opción de envío, en este enlace encuentras más dados: https://t.co/Q1duLi3HpK. ^DA"
G144,"Truly weird @AmazonHelp email address. I was hoping for at least ""somebody"" but I got ""nobody"" 🤣 https://t.co/tCYr7D4Dcd",644823,0.25171294786340725,@AmazonHelp Thank u  😁 hoping for the best 🤘,@296494 You're welcome :) ^MM
G145,@115850 Really disappointed @115850 #badcustomerservice asking me to courier the wrong items back! #pathetic,274092,0.3401362955112034,@AmazonHelp You are asking me to courier the parcel back to u. Please specify the address,@362769 Kindly reply to the email sent by us for further help. We'll get in touch with you soon.  ^AK
G146,"@AmazonHelp No sign of my order. Tracker says damaged and returned to shipper, yet I’ve never seen it. When was it damaged?  When will it arrive.?",594613,0.26954947980613964,"@AmazonHelp Morning, still no sign of my package",@130716 Sorry to hear this. Can you contact us here:  https://t.co/JzP7hlA23B so we can take a look at what options we have? ^MI
G147,"Awful service from @115830 Order not fulfilled, no explaination as to why. Seriously wondering if Prime is worth the money.",1441922,0.3216883831644422,awful awful service from @115830 you can't fop off people https://t.co/58MeVPJKNQ,@278563 I'm so sorry for this experience. Please let us look into this further by using this link: https://t.co/aT73R3bXbv ^DO
G148,"@115830 this has happened again, nothing delivered. 
I don't have time to keep making these phone calls. https://t.co/vKpwpbLpvV",385656,0.3184131119190422,"@AmazonHelp I don't have time to keep giving u all details. Call me on the number given, if u wish help","@240448 Since this is a social platform we do not have the option to call you, as requested earlier you may fill the form provided by my colleague ""MO"", so that we can check and assist you accordingly. ^SP"
G149,@115850 don't you think that your shopping charges are to high?,231310,0.414081342797056,"@115850 Don't you think that you are making customers fool...by calling it ""APNI DUKAAN""...!!","@199201 Something's definitely irked you, I'm sorry. Could you please elaborate on what went wrong, Niranjan? ^JC"
G150,"@AmazonHelp あ💦びっくりしました💦
なんだか最長のお届け予定日がかなり遠くて…
「発送しました」って連絡からが長いんだなー…と💦

素早い対応、ありがとうございます！",1128023,0.9999999999999998,@AmazonHelp わわ、ご丁寧に返信頂き、ありがとうございます(_ _*)もしかしたらそうなのかも知れません💦引き落とし確認前に購入してしまった物があるので、取り敢えず月会費に変更してみました。次月利用予定なければキャンセルする予定です。,@120085 Amazonプライムについてわかりづらい点があり、ご不便をおかけいたしました。プライム・ビデオやPrime Readingなど色々な特典をご用意しておりますので、ご登録中にお試しいただければ幸いです。https://t.co/MWYYmYCq9S ET https://t.co/3WsXPKypKK
G151,@115850 when does the iPhone X come back in stock?,2510707,0.5404786717022922,@115850 When will iPhone X be back in Stock???,@432688 Availability of the product depends on stock we receive from the manufacturer/ suppliers. Please stay tuned to our website. ^SV
G152,".@AmazonHelp haven’t gotten my refund from weeks ago. My order was cancelled, I want my money.",1210997,0.48702176094598154,@115830 I haven’t gotten my order yet,"@489331 Hi there, have we missed the promised delivery date shown here: https://t.co/aaDyEz1VgE? ^DW"
G153,"Yo @AmazonHelp, I have two packages that were 'delivered' on Weds but no sign. No red slip either. None of my neighbours have them either",998253,0.31726785443357114,@115821 how do I file a claim if I have two packages that say they were delivered on Tuesday but have not been delivered?,"@606902 I'm sorry your order haven't arrived. Can you tell us who the package was sold/ shipped by, here: https://t.co/Y5jpI9gRhE ^AG"
G154,"It's so hard to deal with #Amazon.com please understand customer's value,  please stop to deal with #AmazonIndia it's bad experience ever https://t.co/VZdKCYwKRD",317271,0.41571548255580304,@AmazonHelp $100/yr to deal with this,"@451318 Thanks for bring this to our attention! We'd like to escalate this, and will need more info here: https://t.co/x6Yk2mxSKA ^JD"
G155,@115850 @AmazonHelp Check the screenshots,2670730,0.4520031173589908,@AmazonHelp Check the order mentioned by me,"@452579 Being on social platform, we don't have access to your account from here. Kindly elaborate on your concern and we'll help you. ^VN"
G156,"DONT TELL ME A PACKAGE IS DELIVERED TO MY HOUSE WHEN ITS CLEARLY NOT 

I’m so annoyed with Amazon rn",2526982,0.3049936712263176,So annoyed at my @116439 rn. It won’t effing work 🤬,@229456 Oh no! I am sorry your device is not working! Can you tell us about what the issue is? What error message are you seeing? ^DJ
G157,@AmazonHelp When placed the order it was for 2 SNES and the delivery date was 9/29.  My preorder quantity was changed to 1 but the date was not adjusted,230611,0.40631123688996273,@AmazonHelp when i placed order delivery date was 28 OCT and when shipped date changed to 30 Oct why,@268571 Get it to courier. We believe our delivery estimates are accurate and you should receive your order soon. (3/3) ^SV
G158,"@AmazonHelp Yes, all of these steps. Apartment complex manager had postal employee look in every parcel pending box and it is nowhere.",2626975,0.28072657182422533,@AmazonHelp Yes I have tried all of these.,"@231879 Thanks for confirming, Jack! I'm sorry for this delivery trouble! Please contact us by phone or chat and we'll be happy to help investigate resolution options: https://t.co/JzP7hlA23B. Please keep us posted! ^SD"
G159,@AmazonHelp Still telling me it’s out for delivery yesterday!,832625,0.44775392747001397,@AmazonHelp It says it’s out for delivery!!,@690199 We can deliver up until 21:00. Be sure to keep us updated! ^BG
G160,@115850 they make mistake we suffer. They said pay balance will be goodwill in addition to bank refund. Now denying. @115851 https://t.co/xDRjA7fWLZ,280455,0.7958382602389028,@115850 @115850 they make mistake we suffer. They said pay balance will be goodwill in addition to bank refund. No reply to mails. https://t.co/JWXZ2K6GUg,@170630 I see that we are following up with your concern. A fresh write back will help us check for latest updates. 1/2 ^MJ
G161,@AmazonHelp Thanks so much TP! This will make him even happier Christmas day! X,2350879,0.4581694253792661,"@115821 @AmazonHelp

Thanks so much https://t.co/ZMi4PGKCei",@753603 Oh no! Sorry for the poor delivery experience! We are here to help! Was anything inside the box damaged? ^AD
G162,@115821 🗣Better stop playin with my cake pan! They promised it’ll be delivered today. I­t­ better be😂,2553956,0.32374638357426333,Hey @115850 order number 911147465754 better be delivered today. Dont make me regret my prime membership.,"@395259 Please don't provide your order details,we consider it to be personal information. Our page is visible to the public.2/2^SC"
G163,@AmazonHelp Provide me the link here,644026,0.765805719165036,@AmazonHelp Please provide me the link,@318840 Please share your details here: https://t.co/GIJyeYqKE0 &amp; we'll get back to you. ^BS
G164,"@115821 Hey, my account was hacked and I can't get in - who do I talk to about this?  I can't even log in to ask about logging in!",2419736,0.37952160273936963,@AmazonHelp who do i talk to about a possible missing order?,"@132122 Hi Fiorella, hope you are well! You can contact us via this link: https://t.co/JzP7hlA23B. ^JC."
G165,@AmazonHelp Awaiting your positive response.,134971,0.7310429051646238,@AmazonHelp Awaiting your response,@170820 You can check for our response here : https://t.co/DTSNmGldJf . ^CB
G166,@115821 Order # 408-2079068-9433156,833635,0.6365207315829743,@AmazonHelp Order # 408-7128044-4301952,"@390831 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 2/2 ^NK"
G167,O final de semana será devorando Origem! Valeu @117086 https://t.co/yRWaNspeBH,300570,0.5759426145180484,Chegou! Valeu @117086 😉 https://t.co/6o5gbx29TZ,"@191889 Gostei muito, excelente escolha! Mostra para a gente a sua coleção de HQs, pode ser? 😉🤞🙏🙂 ^VM"
G168,@115821 worst online shopping website. They make false promises to customer and deliver defective products. Worst customer service executive,780290,0.45055970219087704,@115821 worst customer service #myhusbandjustwantshisdarnbook #thirdpartynmp,"@227093 I am sorry to hear this, Sabrina. When was the book due to be delivered? Have you contacted the seller to highlight the issue with them?^SM"
G169,@116875 Hice mis pedidos y ahora me bloquearon mi cuenta.,2689280,0.5489399720335912,Me bloquearon mi cuenta Amazon.¿Qué puedo hacer? @116875 Ni hice nada :(,"@692180 Hola, lamentamos lo sucedido. Sin compartir información personal o de tu cuenta, ¿has recibido algún correo electrónico con instrucciones para desbloquear tu cuenta? ^FZ"
G170,"#iPhone8AppQuiz hey @115850 @AmazonHelp ..hello people. I have'nt slept yet, still waiting for the results. Please let us know. Thnk u☺🤗🙏",1241094,0.42020067572461167,@AmazonHelp...when is the results of #OnePlus5TAppQuiz will be announced???please let us know asap..,@225625 We've forwarded a request to our concerned team internally for the winners list. Please stay tuned. ^KA
G171,@AmazonHelp Your staff on Sundays need training to be nice to customers.,1609112,0.36062116215873874,@AmazonHelp Does Amazon deliver on Sundays? And is customer service open on Sundays?,"@320340 Yes, we do deliver on Sundays and our support team is available 24/7, for assistance. ^MA"
G172,@AmazonHelp J'viens d'envoyer a votre support :),2852200,0.46448453343833296,@AmazonHelp Je viens d'envoyer le mail,@547067 Nous n'avons pas reçu votre e-mail. Assurez vous de l'avoir envoyé à l'adresse : __email__
G173,@116875 Me urge soporte técnico y no puedo comunicarme porque pide contraseña que no me reconoce su sistema,2958565,0.3588658799843499,"@116875 cuál es su cuenta para soluciones?? Me urge, me robaron!!",@728797 Lamento cualquier inconveniente. ¿Podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^VL
G174,@AmazonHelp Hi! You never actually did bother following up with me on this. Really not helping your case here.,2236191,0.289838300032294,@AmazonHelp Not helping,@370188 I'd like to have a closer look on your concern. Please share your details here: https://t.co/GIJyeYqKE0 &amp; we will help you. ^BS
G175,"Oye @116875, mi paquete fue robado. AYURA",752943,0.5974298611354387,@AmazonHelp mmmm déjame pensar ¿encontrando mi paquete ?,"@154677 Lamento el contratiempo, Alex. ¿El pedido fue enviado por Amazon o un vendedor en nuestra página? ^JQ"
G176,"@AmazonHelp I go to the link, but it doesn't show me the order.",2609893,0.48429309268639315,@AmazonHelp Go to hellll,"@721762 I'm sorry If we've haven't met your expectations, Ashok. I'll ensure to forward your feedback to the concerned team for a review. ^NK"
G177,"When @115821 spoils the Christmas surprise you bought your son 🙄😒 Seriously, WHY would you deliver a package at this time of year with the name of the contents on the box?!?!  😩😡 So annoyed. #amazonfail https://t.co/c5Peoh16jU",2944331,0.28943433029842325,"Seriously, @115821? #amazonfail https://t.co/ty6InEXH0a","@262660 Well, that is certainly strange! I performed a search for toilet paper and I did get a whole slew of listings: https://t.co/s5f3n3g5iQ

For clarificaiton, are you using the shopping app or just pulling up the mobile version of the site using your web browser? ^KN"
G178,"Reçu en deux jours, merci @120533 ! Je vais essayer ce petit casque de chez @285427 😊😉 https://t.co/YIOeEaZlLC",1389970,0.3829337226346536,Merci @120533 :) #XenobladeChronicles2 https://t.co/bswIkR8j43,@132979 Quelle chaaaaaance 😍😍
G179,"@AmazonHelp ... me renvoie vers une autre plateforme! Pas cool! ... du coup, en gros, autant ne pas acheter le statut prime?",2471309,0.3261037088498844,@AmazonHelp Wasabi avec Jean Reno ! En gros Léon au Japon 👌,"@710011 Oh 😍 Une soirée pop-corn alors 🍿 Je vois que vous êtes plutôt comédie, avez-vous déjà regardé Very Bad Cops ou Les Renforts au Québec ? ^MA"
G180,@AmazonHelp acho que vidas muito boas da rainha @188343 :),619914,0.7844296076369643,@AmazonHelp Acho que do Eduardo Galeano.,"@388546 Boa escolha. Os livros do Galeano são bons demais, eu adorei ""Futebol Ao Sol E À Sombra"" ❤️ ^CR"
G181,@115830 got my Fast 8 DVD preordered. Pressed play on DVD player get an hour in and it’s ALREADY damaged!!!! https://t.co/NHnVtjWfN6,1379444,0.37624815662389677,DVD Amazonで予約注文してるんだけど、まだ支払いの連絡こないんだけど遅くない？！こんなもん？！,@403915 コンビニ・ATM・ネットバンキング・電子マネー払いのお支払番号は、ご注文の出荷準備が開始されるタイミングで発行されます。出荷準備開始後は、注文履歴の「領収書／購入明細書」からお支払い番号を確認頂けます。発行まで今しばらくお待ちください。 EK
G182,"@AmazonHelp Everytime the same thing, check the records i have contacted through Twitter many times . Even i have filled the forms twice or thrice now",232363,0.3435885401468317,@AmazonHelp I have filled the details,"@117791 If you've shared your details in the link, we'll check and get back to you with an update soon. ^MK"
G183,"@AmazonHelp To Amazon customer service, by using the form in Your website..",2930626,0.4055279191296435,@AmazonHelp To Amazon.,@153411 Did you receive a tracking number and carrier for the parcel? Confirm tracking information here: https://t.co/aaDyEz1VgE. ^SY
G184,"Worst courier services in the market @115821  amazon transportation services, please contact seller,ask for other services other than ATS.",348150,0.3814355826212625,@AmazonHelp It is Amazon transportation services,@348859 Thanks for letting us know. Kindly reach out to our support team here: https://t.co/HQhpS2qeEd. We'll look into it. ^PS
G185,"@AmazonHelp 1) Which office this is coming from of Amazon?
2) Issues are related to Delivery agents tagging goods as delivered n not delivering
3) They tend to give parcels to security for no particular reason
4) Ur robots in the South of India speak with a heavy accent, more like singlish",2461332,0.1815860740226611,@AmazonHelp stamped as delivered.,"@270756 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you soon. ^SI"
G186,@116324 Hi I have just had a delivery attempted message from Amazon for a parcel you have. I think the driver has gone to the wrong house again as no one has been here and there is no calling card. Can you help?,2471631,0.24335111109130933,"@AmazonHelp Well that’s no help. 
‘You can phone Hermes on the number provided on your calling card.’ There is NO calling card. Why does it have to be so difficult. 😧","@249664 When you have the time, please reach out to us via phone/chat here: https://t.co/JzP7hlA23B and we can assist you further with this. ^TK"
G187,"@117086 bom  demais  
vou  fazer  minhas  compras dia  10",1499838,0.4096064418821507,"@117086 já  fiz  minhas  compras  
na  Black  Friday  tá  demais  Galera beijos",@238198 Olá Claudio! Que legal!😁 Ficamos felizes de saber que você conseguiu aproveitar!😄 Chegando o seu livro posta uma foto bem bonita para gente! 😀^HC https://t.co/0HSgxLI0mN
