example_id,customer_text,true_intent,true_escalation,predicted_decision,predicted_escalation,escalation_reason,retrieval_score,draft_reply
G095,@115821 #AmazonIndia is very fraud Co. They only take money not giving service and not give refund pathetic experience don't buy from this https://t.co/TUOSnA3eqS,I04_refund,YES,ESCALATE,YES,Sensitive account/payment issue,0.2940585531103067,"@634236 That's quite a comment. Could you please let us know what went wrong, so that we can serve you better? ^PB"
G096,@115830 when can I pre order Dunkirk? Film released months ago and unable 2 pre order yet. Any advise #dunkirk,I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.34091681690059045,@273853 I'm sorry your game hasn't arrived! Can you tell us the intended delivery date stated in your order confirmation e-mail? ^AC
G097,I love that @115830 now email you AT THE END OF THE DAY that they're delayed in delivering your package for that day.,I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.2690025540990517,"@351525 I'm sorry for the delay. If your order meets these conditions: https://t.co/71zdzl3G3y, your shipping fee may be refunded. ^GG"
G098,@AmazonHelp No i dont,I07_account,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.707142285996045,@119700 Request you to check for our response using this link: https://t.co/DTSNmGldJf ^SK
G099,@AmazonHelp Do I have pay for postage to return an item for replacement when you have sent the wrong item???,I05_wrong_damaged_item,NO,ESCALATE,YES,Serious product issue,0.452291805245141,@172342 I'm so sorry for the trouble! Was the item bought from us or from one of our sellers? https://t.co/Y5jpI9gRhE ^MH
G100,@130293 Malas Madres y Moonlight dios mio con que catálogo os estáis haciendo! Le he recomendado a todo el mundo Amazon Prime Video! Ahora estoy con American Gods (una maravilla) y Hawai 5.0😁. Y en nada The Man in the High Castle😄 ¡Seguid así❤!,I08_prime_subscription,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.47695399818653816,"@132638 Achtung, Suchtgefahr 😃 Hast du viel Zeit eingeplant? ^BL"
G101,@115821 @AmazonHelp done fucked up.,I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.5657840278241948,"@686679 Oh no, Gary! I'm sorry if we've let you down! Without posting personal/acct information, can you tell us more about the issue? We're here to help! ^BN"
G102,@AmazonHelp Merci pour le lien et la rapidité de votre réaction!,I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.5193976767350967,"@487996 Merci à vous surtout  pour votre patience et coopération ! 
^KE"
G103,"@AmazonHelp When you use Amazon in a different language than the one its domain is in, it does not accept addresses during checkout.",I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.2925179112431188,"@158716 I'm sorry your package is expected to arrive on Saturday. If you do not receive it by that day, please let us know. ^BT"
G104,@AmazonHelp I have ordered 3 x anker 6ft cables that claim “not eligible for return” why is this? @231586,I03_return,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.5053858039748969,@199459 Bags have a 10 day return window. May I know if it is within the return window? ^SB
G105,"Jungs, ich denke @amazonhelp hat gerade Probleme. Wir sollten für Englisch bis heute 1 Buch kaufen und 8 Leute sagen es ist LEIDER noch nicht angekommen. :D",I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.32183633867238565,"@742146 Hi, der Tag ist noch nicht vorbei und manche Dienstleister liefern bis 21 Uhr aus. Was sagt denn die Sendungsverfolgung? Liebe Grüße ^TA"
G106,Voy por el quinto retraso en un pedido de @116928 y sumando... De que sirve tener Premium si no te lo entregan en la fecha que indican?,I01_order_delivery,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.33946957722450277,"@209469 Hola Pedro, ¿en el momento tienes un pedido pendiente de entrega? ^DA"
G107,"@119356 My Order with Tracking ID 216278212094 has been ""delivered"" as per Amazon.in but I'm clueless about the whereabouts of the parcel. Help ?",I02_missing_package,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.310955816068054,"@424656 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to the public.^AK 2/2"
G108,@115850 Wanted to buy AppleMacBook Air. Priced 49k from Amazon and 43k(after 14k cashback) in paytm.Wish you could do something!  :(,I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.25218157450597023,@183357 For inquiries about sponsorships contact our Public Relations department by sending an e-mail to __email__. ^VM
G109,"@115850 Hi, I had by mistake started a return process for a product I had ordered. I am trying to cancel the return but unable to do so",I03_return,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.2958457893009455,@433357 I'm sorry for the inconvenience! You can always print at home or choose another return option here: https://t.co/EvTJyBLUTe ^BN
G110,"@AmazonHelp @AmazonHelp @115850 @115851 I even haven't got any correspondence for the same. No mail, no call. Failed CX. Really disappointed.",I11_other_unclear,YES,ESCALATE,YES,Serious customer complaint,0.36779865073654167,@206652 Request you to check your junk/spam folders. ^GK
G111,@amazonhelp I seem to have to account.  1 with Prime &amp; the other without.  I want to cancel the 1 without Prime.  How?,I07_account,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.26862295593259405,@383793 Please contact us here for support:  https://t.co/JzP7hlA23B ^AT
G112,"Nice to see that @115830 care about the environment.... Can't believe how much packaging they have used for a single calendar, no wonder it ""wouldn't fit through the letter box""! https://t.co/FWSeuTFe2o",I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.29861264784551544,"@729085 Oh goodness! Sorry to hear, Paul. We'd like to take a closer look! Please reach out to us here: https://t.co/JzP7hlA23B ^AB"
G113,@AmazonHelp @115851 @115850 @1560 @3923 @951 @8850 I bought Moto M on @115850 n received defective mobile. No replacement provided . #NoToAmazon #AmazonCheats,I05_wrong_damaged_item,YES,ESCALATE,YES,Serious product issue,0.31048366804934124,@158463 We'll not be able to access your details via Twitter. Kindly connect with us via the above link. ^SG
G114,@115850 my Order  # 403-4091452-1595547 not delivered but Amazon website show status as delivered on Saturday.pls refund my money as soon as possible.,I02_missing_package,YES,ESCALATE,YES,Delivery failure or missing package,0.44090645219478697,@686228 I understand your concern regarding the refund. We're working on it and will reach out to you soon. Your patience is appreciated. ^AP
G115,"@AmazonHelp Génial, colis perdu, on ne me rembourse pas et demande d’attendre jusqu'au 17 alors que je devais être livré ojd. Au top le sav!",I02_missing_package,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.363305643375108,"@788669 Thomas 😍!
^SA"
G116,@AmazonHelp I had provided my contact no na plz call me on that number,I11_other_unclear,YES,ESCALATE,YES,Explicit human request,0.4854433989108959,"@133993 We cannot access your Amazon account via Twitter. Please share the details through the secure link provided earlier, we'll reach out to you. Please don't provide your order details, as we consider it to be personal information. ^AP"
G117,@118919 It is very sad and disgusting . None.. Amazon flipcart none are delivering to DARJEELING  hill. Feels isolated,I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.28247195247212026,@259506 I'm sorry about the unpleasant experience with the delivery. Could you please elaborate on your concern so that we can assist you accordingly? ^GD
G118,"@AmazonHelp What mentioned time?? 
3-5 days or 10-15 days",I04_refund,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.3263188849570701,"@333030 We process the refund within 24 hours. However, it can take up to 5 business days for the balance to reappear. ^AC"
G119,#amazon #trucks have #gps #tracker so why are you telling me we don't know where your package is because it is in transit   #guaranteelate,I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.3948584058302268,"@684467 I understand how inconvenient this delay has been. We want to make sure you receive the package. Please keep us posted, and let us know when you receive it tomorrow.

In the meantime, feel free to reach out to us for more options here: https://t.co/hApLpMlfHN ^BH"
G120,"@115850 I can book samsung j7 prime on amazon , i received a old and scratched phone",I05_wrong_damaged_item,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.2912426302329595,@429602 Hm.. That's strange! Please reach out to us here via phone or chat: https://t.co/hApLpMlfHN so we can troubleshoot this with you in real time. We'd like to help! ^ZW
G121,@132994 @115850 3 years back had subscribed OnePlus One event on Amazon..had snagged the early invite on #NeverSettle contest..this excitement is nostalgic https://t.co/uLJYm4LeQl,I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.3395530400500833,@652755 Yes. We're Offering one plus 5Tform 28 November 2017 to all the customers. ^MN
G122,"@AmazonHelp But offering 5 dollars instead of finding out where my order is, when it was already half hour late, isn't really what I wanted",I01_order_delivery,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.22755145241690825,"@627369 Yes, they would have access to the tracking information for the order. ^JJ"
G123,@115850 no cost emi during Diwali turned out to pay me whole amount in my current bill cycle. Very frustrating,I06_payment_billing,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.35489551018464555,@442147 You may find the offers available for OnePus 5 here: https://t.co/QN1MTw8ArU ^GK
G124,@115821 locked me out of my prime account for weeks! No solution,I07_account,YES,ESCALATE,YES,Repeated unresolved issue,0.48103835922967386,"@498230 Hello, i'm sorry to hear that, kindly send us an email to __email__ to check it out for you. ^ASZ"
G125,"@115850 6-7 appointment for installation of my delivery, man says he came at 5 and nobody was there",I01_order_delivery,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.34335366670494794,"@691801 Oh no! Sorry to hear this. We didn't mean for this to happen. Here's more information on how to locate such parcels: https://t.co/DSwaDg5PZs We'd like to help, so please keep us posted. ^PK"
G126,"@115821, do you not understand what pre order means? I clearly ordered it on the 1st of September for it to come on the release day, ygm",I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.28865595364497054,@745482 You can view all the info about Release Day Delivery here: https://t.co/efZRnInNmo ^AR
G127,@AmazonHelp Marcy Flat Utility Weight Bench for Weight Training and Abs Exercises SB-315 https://t.co/KtpnoJrKwh @AmazonHelp @115821  it’s a amazon gift card,I06_payment_billing,NO,ESCALATE,YES,Sensitive account/payment issue,0.3641348181499834,"@333163 Thanks for the info. Are you receiving an error message? If so, what does it state? ^GG"
G128,"@AmazonHelp Please don't give a robotic response, just look at the price difference.. @118702",I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.31247175652152415,@491046 The exchange offers are provided by our sellers. The exchange amount mentioned currently is the best we can offer. ^ZH
G129,@722705 @115850 This is the second time I received the stone !! 😐,I05_wrong_damaged_item,YES,ESCALATE,YES,Repeated unresolved issue,0.46591350553912686,"@130711 Thanks for the info, Michael! Have you tried us by phone for real-time troubleshooting? If not, please call us here: https://t.co/hApLpMlfHN so we can investigate this further for you! Keep us updated on this! We want to make sure you have been taken care of!  ^FR"
G130,@AmazonHelp ¡mil gracias!,I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.9999999999999999,"@507607 Es todo un placer poderte ayudar, Diane.  No dudes en contactarnos de nuevo si tienes alguna pregunta adicional. Feliz noche.
^FQ https://t.co/0wPkvT3fbJ"
G131,"@AmazonHelp Thank you, I emailed!",I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.8287444162113827,@121156 No problem. ^KM
G132,@115821 what is the best email to contact you regarding amazon prime? Getting charged but never registered for it?,I08_prime_subscription,YES,ESCALATE,YES,Sensitive account/payment issue,0.4049415354258798,@145873 You can get in touch with us here: https://t.co/JzP7hlA23B ^CN
G133,@115821 my order delivery date is today but my order is not delivered...,I01_order_delivery,NO,ESCALATE,YES,Delivery failure or missing package,0.4238468186817975,"@800546 As you've mentioned the estimated delivery date is today, kindly wait till the end of the day. You can always track your order here: https://t.co/4dLafCiGU5. ^RI"
G134,@AmazonHelp Yes! It suppose to be last Sunday. It was a luggage for today’s flight.,I01_order_delivery,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.49265044359965793,@426976 Thanks for the info. Who was the carrier set to deliver this order? ^GG
G135,"@AmazonHelp My instances have been stopped for so many months, that too under free tier. Not sure why u guys charging me",I06_payment_billing,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.2670076052363973,@306980 I was unable to comprehend. Could you elaborate the query? We'd like to help. ^VM
G136,"@118919 ORDER # 405-3511566-0877939
Sold by: Mivi Official
ORDER PLACED: 7 October 2017
Expected by 1 Nov Not yet dispatched.",I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.9197813724452036,"@752319 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA"
G137,@115850 Why you guys not crediting the cashback for order I'd 408-3076163-4925152,I06_payment_billing,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.41724040719359756,@375958 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww (1/2) ^GK
G138,@AmazonHelp @115850 there is a major problem with customer support team.. had a quite disturbing experience today...,I11_other_unclear,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.27585538064283216,@324114 Our apologies! Could you let us know what went wrong? ^PR
G139,"@AmazonHelp Per un pacco al momento dell'ordine mi dava come consegna oggi, poi diventato giovedì. L'altro inizialmente previsto per ieri arriverà oggi",I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.5109761232563659,"@471376 Permetti a me e al mio team di verificare la spedizione, clicca qui e inserisci i tuoi dati: https://t.co/YqSLjWcfCa. ^FA"
G140,@AmazonHelp  https://t.co/TZQTwPSJ67,I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.9999999999999999,@118829 Can you confirm the delivery date provided in your order confirmation email? It can be viewed here: https://t.co/1aMUiU8Rcg ^LA
G141,@AmazonHelp USPS. It's too late. Something I needed by tomorrow. You so easily could have resolved this on Thurs,I01_order_delivery,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.3002727634171682,"@159148 I'm sorry to hear that, contact us here:  https://t.co/hApLpMlfHN we'd like to help ^AS"
G142,@AmazonHelp is there a problem with the website? Having trouble not loading or loading very slow.,I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.3417497084850347,@366776 There is nothing wrong on our end. What troubleshooting steps have you attempted on your end? ^MC
G143,"@AmazonHelp Pedido hecho el día 24. Fecha prevista en ese momento, martes 28 (teniendo premium). Martes nada y pone que miercoles 29 se entregará. Estamos a 30 y sigue poniendo que entrega prevista ayer. Y en la web de @137864 pone estado ""Paso por plataforma"". Que verguenza",I01_order_delivery,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.3399888151123811,"@175075 Hola Aday, las tarifas varían de acuerdo con la opción de envío, en este enlace encuentras más dados: https://t.co/Q1duLi3HpK. ^DA"
G144,"Truly weird @AmazonHelp email address. I was hoping for at least ""somebody"" but I got ""nobody"" 🤣 https://t.co/tCYr7D4Dcd",I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.25171294786340725,@296494 You're welcome :) ^MM
G145,@115850 Really disappointed @115850 #badcustomerservice asking me to courier the wrong items back! #pathetic,I03_return,YES,ESCALATE,YES,Serious product issue,0.3401362955112034,@362769 Kindly reply to the email sent by us for further help. We'll get in touch with you soon.  ^AK
G146,"@AmazonHelp No sign of my order. Tracker says damaged and returned to shipper, yet I’ve never seen it. When was it damaged?  When will it arrive.?",I05_wrong_damaged_item,YES,ESCALATE,YES,Serious product issue,0.26954947980613964,@130716 Sorry to hear this. Can you contact us here:  https://t.co/JzP7hlA23B so we can take a look at what options we have? ^MI
G147,"Awful service from @115830 Order not fulfilled, no explaination as to why. Seriously wondering if Prime is worth the money.",I01_order_delivery,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.3216883831644422,@278563 I'm so sorry for this experience. Please let us look into this further by using this link: https://t.co/aT73R3bXbv ^DO
G148,"@115830 this has happened again, nothing delivered. 
I don't have time to keep making these phone calls. https://t.co/vKpwpbLpvV",I01_order_delivery,YES,ESCALATE,YES,Delivery failure or missing package,0.3184131119190422,"@240448 Since this is a social platform we do not have the option to call you, as requested earlier you may fill the form provided by my colleague ""MO"", so that we can check and assist you accordingly. ^SP"
G149,@115850 don't you think that your shopping charges are to high?,I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.414081342797056,"@199201 Something's definitely irked you, I'm sorry. Could you please elaborate on what went wrong, Niranjan? ^JC"
G150,"@AmazonHelp あ💦びっくりしました💦
なんだか最長のお届け予定日がかなり遠くて…
「発送しました」って連絡からが長いんだなー…と💦

素早い対応、ありがとうございます！",I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.9999999999999998,@120085 Amazonプライムについてわかりづらい点があり、ご不便をおかけいたしました。プライム・ビデオやPrime Readingなど色々な特典をご用意しておりますので、ご登録中にお試しいただければ幸いです。https://t.co/MWYYmYCq9S ET https://t.co/3WsXPKypKK
G151,@115850 when does the iPhone X come back in stock?,I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.5404786717022922,@432688 Availability of the product depends on stock we receive from the manufacturer/ suppliers. Please stay tuned to our website. ^SV
G152,".@AmazonHelp haven’t gotten my refund from weeks ago. My order was cancelled, I want my money.",I04_refund,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.48702176094598154,"@489331 Hi there, have we missed the promised delivery date shown here: https://t.co/aaDyEz1VgE? ^DW"
G153,"Yo @AmazonHelp, I have two packages that were 'delivered' on Weds but no sign. No red slip either. None of my neighbours have them either",I02_missing_package,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.31726785443357114,"@606902 I'm sorry your order haven't arrived. Can you tell us who the package was sold/ shipped by, here: https://t.co/Y5jpI9gRhE ^AG"
G154,"It's so hard to deal with #Amazon.com please understand customer's value,  please stop to deal with #AmazonIndia it's bad experience ever https://t.co/VZdKCYwKRD",I01_order_delivery,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.41571548255580304,"@451318 Thanks for bring this to our attention! We'd like to escalate this, and will need more info here: https://t.co/x6Yk2mxSKA ^JD"
G155,@115850 @AmazonHelp Check the screenshots,I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.4520031173589908,"@452579 Being on social platform, we don't have access to your account from here. Kindly elaborate on your concern and we'll help you. ^VN"
G156,"DONT TELL ME A PACKAGE IS DELIVERED TO MY HOUSE WHEN ITS CLEARLY NOT 

I’m so annoyed with Amazon rn",I02_missing_package,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.3049936712263176,@229456 Oh no! I am sorry your device is not working! Can you tell us about what the issue is? What error message are you seeing? ^DJ
G157,@AmazonHelp When placed the order it was for 2 SNES and the delivery date was 9/29.  My preorder quantity was changed to 1 but the date was not adjusted,I09_cancellation_modification,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.40631123688996273,@268571 Get it to courier. We believe our delivery estimates are accurate and you should receive your order soon. (3/3) ^SV
G158,"@AmazonHelp Yes, all of these steps. Apartment complex manager had postal employee look in every parcel pending box and it is nowhere.",I02_missing_package,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.28072657182422533,"@231879 Thanks for confirming, Jack! I'm sorry for this delivery trouble! Please contact us by phone or chat and we'll be happy to help investigate resolution options: https://t.co/JzP7hlA23B. Please keep us posted! ^SD"
G159,@AmazonHelp Still telling me it’s out for delivery yesterday!,I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.44775392747001397,@690199 We can deliver up until 21:00. Be sure to keep us updated! ^BG
G160,@115850 they make mistake we suffer. They said pay balance will be goodwill in addition to bank refund. Now denying. @115851 https://t.co/xDRjA7fWLZ,I06_payment_billing,YES,ESCALATE,YES,Sensitive account/payment issue,0.7958382602389028,@170630 I see that we are following up with your concern. A fresh write back will help us check for latest updates. 1/2 ^MJ
G161,@AmazonHelp Thanks so much TP! This will make him even happier Christmas day! X,I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.4581694253792661,@753603 Oh no! Sorry for the poor delivery experience! We are here to help! Was anything inside the box damaged? ^AD
G162,@115821 🗣Better stop playin with my cake pan! They promised it’ll be delivered today. I­t­ better be😂,I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.32374638357426333,"@395259 Please don't provide your order details,we consider it to be personal information. Our page is visible to the public.2/2^SC"
G163,@AmazonHelp Provide me the link here,I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.765805719165036,@318840 Please share your details here: https://t.co/GIJyeYqKE0 &amp; we'll get back to you. ^BS
G164,"@115821 Hey, my account was hacked and I can't get in - who do I talk to about this?  I can't even log in to ask about logging in!",I07_account,YES,ESCALATE,YES,Sensitive account/payment issue,0.37952160273936963,"@132122 Hi Fiorella, hope you are well! You can contact us via this link: https://t.co/JzP7hlA23B. ^JC."
G165,@AmazonHelp Awaiting your positive response.,I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.7310429051646238,@170820 You can check for our response here : https://t.co/DTSNmGldJf . ^CB
G166,@115821 Order # 408-2079068-9433156,I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.6365207315829743,"@390831 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 2/2 ^NK"
G167,O final de semana será devorando Origem! Valeu @117086 https://t.co/yRWaNspeBH,I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.5759426145180484,"@191889 Gostei muito, excelente escolha! Mostra para a gente a sua coleção de HQs, pode ser? 😉🤞🙏🙂 ^VM"
G168,@115821 worst online shopping website. They make false promises to customer and deliver defective products. Worst customer service executive,I05_wrong_damaged_item,YES,ESCALATE,YES,Serious product issue,0.45055970219087704,"@227093 I am sorry to hear this, Sabrina. When was the book due to be delivered? Have you contacted the seller to highlight the issue with them?^SM"
G169,@116875 Hice mis pedidos y ahora me bloquearon mi cuenta.,I07_account,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.5489399720335912,"@692180 Hola, lamentamos lo sucedido. Sin compartir información personal o de tu cuenta, ¿has recibido algún correo electrónico con instrucciones para desbloquear tu cuenta? ^FZ"
G170,"#iPhone8AppQuiz hey @115850 @AmazonHelp ..hello people. I have'nt slept yet, still waiting for the results. Please let us know. Thnk u☺🤗🙏",I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.42020067572461167,@225625 We've forwarded a request to our concerned team internally for the winners list. Please stay tuned. ^KA
G171,@AmazonHelp Your staff on Sundays need training to be nice to customers.,I11_other_unclear,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.36062116215873874,"@320340 Yes, we do deliver on Sundays and our support team is available 24/7, for assistance. ^MA"
G172,@AmazonHelp J'viens d'envoyer a votre support :),I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.46448453343833296,@547067 Nous n'avons pas reçu votre e-mail. Assurez vous de l'avoir envoyé à l'adresse : __email__
G173,@116875 Me urge soporte técnico y no puedo comunicarme porque pide contraseña que no me reconoce su sistema,I07_account,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.3588658799843499,@728797 Lamento cualquier inconveniente. ¿Podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^VL
G174,@AmazonHelp Hi! You never actually did bother following up with me on this. Really not helping your case here.,I11_other_unclear,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.289838300032294,@370188 I'd like to have a closer look on your concern. Please share your details here: https://t.co/GIJyeYqKE0 &amp; we will help you. ^BS
G175,"Oye @116875, mi paquete fue robado. AYURA",I02_missing_package,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.5974298611354387,"@154677 Lamento el contratiempo, Alex. ¿El pedido fue enviado por Amazon o un vendedor en nuestra página? ^JQ"
G176,"@AmazonHelp I go to the link, but it doesn't show me the order.",I07_account,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.48429309268639315,"@721762 I'm sorry If we've haven't met your expectations, Ashok. I'll ensure to forward your feedback to the concerned team for a review. ^NK"
G177,"When @115821 spoils the Christmas surprise you bought your son 🙄😒 Seriously, WHY would you deliver a package at this time of year with the name of the contents on the box?!?!  😩😡 So annoyed. #amazonfail https://t.co/c5Peoh16jU",I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.28943433029842325,"@262660 Well, that is certainly strange! I performed a search for toilet paper and I did get a whole slew of listings: https://t.co/s5f3n3g5iQ

For clarificaiton, are you using the shopping app or just pulling up the mobile version of the site using your web browser? ^KN"
G178,"Reçu en deux jours, merci @120533 ! Je vais essayer ce petit casque de chez @285427 😊😉 https://t.co/YIOeEaZlLC",I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.3829337226346536,@132979 Quelle chaaaaaance 😍😍
G179,"@AmazonHelp ... me renvoie vers une autre plateforme! Pas cool! ... du coup, en gros, autant ne pas acheter le statut prime?",I08_prime_subscription,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.3261037088498844,"@710011 Oh 😍 Une soirée pop-corn alors 🍿 Je vois que vous êtes plutôt comédie, avez-vous déjà regardé Very Bad Cops ou Les Renforts au Québec ? ^MA"
G180,@AmazonHelp acho que vidas muito boas da rainha @188343 :),I10_general_information,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.7844296076369643,"@388546 Boa escolha. Os livros do Galeano são bons demais, eu adorei ""Futebol Ao Sol E À Sombra"" ❤️ ^CR"
G181,@115830 got my Fast 8 DVD preordered. Pressed play on DVD player get an hour in and it’s ALREADY damaged!!!! https://t.co/NHnVtjWfN6,I05_wrong_damaged_item,YES,ESCALATE,YES,Serious product issue,0.37624815662389677,@403915 コンビニ・ATM・ネットバンキング・電子マネー払いのお支払番号は、ご注文の出荷準備が開始されるタイミングで発行されます。出荷準備開始後は、注文履歴の「領収書／購入明細書」からお支払い番号を確認頂けます。発行まで今しばらくお待ちください。 EK
G182,"@AmazonHelp Everytime the same thing, check the records i have contacted through Twitter many times . Even i have filled the forms twice or thrice now",I11_other_unclear,YES,ESCALATE,YES,Repeated unresolved issue,0.3435885401468317,"@117791 If you've shared your details in the link, we'll check and get back to you with an update soon. ^MK"
G183,"@AmazonHelp To Amazon customer service, by using the form in Your website..",I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.4055279191296435,@153411 Did you receive a tracking number and carrier for the parcel? Confirm tracking information here: https://t.co/aaDyEz1VgE. ^SY
G184,"Worst courier services in the market @115821  amazon transportation services, please contact seller,ask for other services other than ATS.",I01_order_delivery,YES,AUTO-HANDLE,NO,Relevant historical resolution found,0.3814355826212625,@348859 Thanks for letting us know. Kindly reach out to our support team here: https://t.co/HQhpS2qeEd. We'll look into it. ^PS
G185,"@AmazonHelp 1) Which office this is coming from of Amazon?
2) Issues are related to Delivery agents tagging goods as delivered n not delivering
3) They tend to give parcels to security for no particular reason
4) Ur robots in the South of India speak with a heavy accent, more like singlish",I01_order_delivery,YES,ESCALATE,YES,Explicit human request,0.1815860740226611,"@270756 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you soon. ^SI"
G186,@116324 Hi I have just had a delivery attempted message from Amazon for a parcel you have. I think the driver has gone to the wrong house again as no one has been here and there is no calling card. Can you help?,I01_order_delivery,NO,ESCALATE,YES,Repeated unresolved issue,0.24335111109130933,"@249664 When you have the time, please reach out to us via phone/chat here: https://t.co/JzP7hlA23B and we can assist you further with this. ^TK"
G187,"@117086 bom  demais  
vou  fazer  minhas  compras dia  10",I11_other_unclear,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.4096064418821507,@238198 Olá Claudio! Que legal!😁 Ficamos felizes de saber que você conseguiu aproveitar!😄 Chegando o seu livro posta uma foto bem bonita para gente! 😀^HC https://t.co/0HSgxLI0mN
G188,"@AmazonHelp package was supposed to arrive last night. Now says don't contact until Saturday, but tracking info hasn't updated in 2 days. Anything you can do or help with? Even an eta?",I01_order_delivery,NO,AUTO-HANDLE,NO,Relevant historical resolution found,0.29261867991019874,@156931 Oh no! I'm sorry to hear about this! Do you know who the carrier is? You can find that information here:  https://t.co/Y5jpI9gRhE ^SW
